"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2023-08-26","Alex Tosi","SF","ATL","3","7","156","7","9.7","149","146.3","2.7","95.5","93.8","1.8","94.2","-0.09","1.01"
"","2023-08-26","Jordan Baker","BOS","LAD","8","5","181","9","10.5","172","170.5","1.5","95","94.2","0.8","94.5","0.38","1.46"
"","2023-08-26","Ryan Wills","SEA","KC","15","2","156","4","7.8","152","148.2","3.8","97.4","95","2.4","98.7","-0.93","0.93"
"","2023-08-26","Pat Hoberg","MIA","WSH","2","3","130","12","9.5","118","120.5","-2.5","90.8","92.7","-1.9","93.1","0.8","1.28"
"","2023-08-26","Gabe Morales","TB","NYY","3","0","132","6","7.2","126","124.8","1.2","95.5","94.5","0.9","93.9","0.73","1.07"
"","2023-08-26","Mike Estabrook","DET","HOU","2","9","180","12","12.2","168","167.8","0.2","93.3","93.2","0.1","91.7","1.27","2.53"
"","2023-08-26","Manny Gonzalez","BAL","COL","5","4","140","6","8.7","134","131.3","2.7","95.7","93.8","2","92.9","-0.88","0.88"
"","2023-08-26","Chad Fairchild","NYM","LAA","3","5","163","8","9.9","155","153.1","1.9","95.1","93.9","1.1","94.5","-0.97","1.55"
"","2023-08-26","Nate Tomlinson","CWS","OAK","6","2","174","8","8.1","166","165.9","0.1","95.4","95.4","0","94.3","0.26","0.66"
"","2023-08-26","Lance Barksdale","MIL","SD","5","4","165","12","9.6","153","155.4","-2.4","92.7","94.2","-1.4","95.2","0.16","1.14"
"","2023-08-26","Nick Mahrley","PIT","CHC","6","10","180","13","10.4","167","169.6","-2.6","92.8","94.2","-1.4","91.7","-0.18","2.04"
"","2023-08-26","Jansen Visconti","MIN","TEX","2","6","148","2","7.1","146","140.9","5.1","98.6","95.2","3.5","93.9","0.4","0.4"
"","2023-08-26","Mark Wegner","PHI","STL","12","1","124","3","7","121","117","4","97.6","94.4","3.2","94.4","-0.07","0.17"
"","2023-08-26","Jeff Nelson","AZ","CIN","7","8","195","16","17.1","179","177.9","1.1","91.8","91.2","0.6","93.3","-0.84","1.9"
"","2023-08-25","Laz Diaz","DET","HOU","4","1","137","11","8.8","126","128.2","-2.2","92","93.6","-1.6","96.4","0.59","1.45"
"","2023-08-25","Brian O'Nora","MIA","WSH","4","7","151","6","7.9","145","143.1","1.9","96","94.7","1.3","94","-0.08","1.2"
"","2023-08-25","Clint Vondrak","TB","NYY","2","6","150","14","11.2","136","138.8","-2.8","90.7","92.5","-1.9","92.7","-0.43","2.31"
"","2023-08-25","Mark Ripperger","BAL","COL","5","4","102","9","7.9","93","94.1","-1.1","91.2","92.2","-1","92.2","0.14","0.72"
"","2023-08-25","Adam Hamari","PIT","CHC","2","1","122","5","7.5","117","114.5","2.5","95.9","93.8","2.1","93.4","-0.01","0.45"
"","2023-08-25","Stu Scheurwater","PHI","STL","7","2","122","9","6.2","113","115.8","-2.8","92.6","95","-2.3","91.8","-0.02","0.86"
"","2023-08-25","Junior Valentine","TOR","CLE","2","5","149","7","6.4","142","142.6","-0.6","95.3","95.7","-0.4","94","-0.19","0.49"
"","2023-08-25","Mark Carlson","BOS","LAD","4","7","157","6","8.4","151","148.6","2.4","96.2","94.7","1.5","93.6","0.29","0.89"
"","2023-08-25","Jeremie Rehak","NYM","LAA","1","3","174","14","12","160","162","-2","92","93.1","-1.1","90.8","1.2","2"
"","2023-08-25","Larry Vanover","CWS","OAK","4","12","167","11","8","156","159","-3","93.4","95.2","-1.8","95.2","-0.17","1.13"
"","2023-08-25","Carlos Torres","MIN","TEX","12","2","146","9","11.6","137","134.4","2.6","93.8","92.1","1.8","95.9","-1.6","1.76"
"","2023-08-25","Dan Merzel","MIL","SD","7","3","170","6","10.5","164","159.5","4.5","96.5","93.8","2.7","97.1","-0.27","0.81"
"","2023-08-25","Derek Thomas","AZ","CIN","10","8","186","4","10.5","182","175.5","6.5","97.8","94.4","3.5","96.2","-0.06","0.44"
"","2023-08-25","Quinn Wolcott","SEA","KC","7","5","160","5","9.2","155","150.8","4.2","96.9","94.2","2.6","96.2","0.33","0.73"
"","2023-08-25","Todd Tichenor","SF","ATL","1","5","117","2","7.5","115","109.5","5.5","98.3","93.6","4.7","94.9","0.11","0.27"
"","2023-08-24","Will Little","NYY","WSH","5","6","172","17","13.7","155","158.3","-3.3","90.1","92","-1.9","89.5","0.8","2.26"
"","2023-08-24","Erich Bacchus","TB","COL","5","3","130","15","9.2","115","120.8","-5.8","88.5","92.9","-4.5","90","-0.58","1.5"
"","2023-08-24","Nestor Ceja","HOU","BOS","1","17","203","7","9.5","196","193.5","2.5","96.6","95.3","1.2","91.6","-1.84","2.46"
"","2023-08-24","Bruce Dreckman","CLE","LAD","3","9","156*","14*","11.6*","142*","144.4*","-2.4*","91*","92.6*","-1.6*","92.9*","0.3*","1.34*"
"","2023-08-24","Vic Carapazza","PIT","CHC","4","5","138","9","6.3","129","131.7","-2.7","93.5","95.5","-2","92.8","0.77","0.91"
"","2023-08-24","Dan Iassogna","BAL","TOR","5","3","101","4","7.2","97","93.8","3.2","96","92.9","3.1","96","0.28","0.52"
"","2023-08-24","Cory Blaser","MIN","TEX","7","5","148","12","9","136","139","-3","91.9","93.9","-2","91.2","-1.03","2.63"
"","2023-08-24","Ben May","CWS","OAK","5","8","146","6","8.9","140","137.1","2.9","95.9","93.9","2","95.2","-0.56","0.78"
"","2023-08-24","CB Bucknor","AZ","CIN","3","2","152","11","7.8","141","144.2","-3.2","92.8","94.9","-2.1","94.1","0.22","1.56"
