"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-07-03","Vic Carapazza","SEA","BAL","1","4","134","8","8.9","126","125.1","0.9","94","93.4","0.7","94.8","0.29","0.73"
"","2024-07-02","Tripp Gibson","PIT","STL","4","7","153","10","13.4","143","139.6","3.4","93.5","91.2","2.2","88.9","-0.06","1.48"
"","2024-07-02","Emil Jimenez","CLE","CWS","7","6","131","8","9.8","123","121.2","1.8","93.9","92.5","1.4","89.3","0.32","0.76"
"","2024-07-02","John Tumpane","MIA","BOS","3","8","155","8","10.9","147","144.1","2.9","94.8","93","1.9","92.9","0.11","0.63"
"","2024-07-02","Larry Vanover","WSH","NYM","2","7","149","12","11.3","137","137.7","-0.7","91.9","92.4","-0.5","92.6","0.32","1.16"
"","2024-07-02","Ryan Blakney","NYY","CIN","4","5","157","5","11.2","152","145.8","6.2","96.8","92.9","3.9","94.9","0.55","0.87"
"","2024-07-02","Adam Beck","TOR","HOU","7","6","148","9","10.5","139","137.5","1.5","93.9","92.9","1","93.2","-0.97","1.43"
"","2024-07-02","Doug Eddings","ATL","SF","3","5","169","8","9.9","161","159.1","1.9","95.3","94.2","1.1","94.1","0.6","1.12"
"","2024-07-02","Bill Miller","MIN","DET","5","3","146","8","10.5","138","135.5","2.5","94.5","92.8","1.7","91.1","-0.47","0.75"
"","2024-07-02","Alfonso Márquez","TEX","SD","7","0","143","3","6.2","140","136.8","3.2","97.9","95.7","2.3","97.2","0.42","0.42"
"","2024-07-02","Bruce Dreckman","CHC","PHI","4","6","150","16","11.8","134","138.2","-4.2","89.3","92.1","-2.8","93.3","0.23","1.35"
"","2024-07-02","Ramon De Jesus","KC","TB","1","5","160","14","10.2","146","149.8","-3.8","91.2","93.6","-2.4","91.9","-0.22","1.22"
"","2024-07-02","Brian O'Nora","COL","MIL","3","4","198","18","13","180","185","-5","90.9","93.4","-2.5","95.5","-1.58","3.06"
"","2024-07-02","Junior Valentine","OAK","LAA","7","5","156","12","11.3","144","144.7","-0.7","92.3","92.8","-0.5","95.5","-0.44","1.46"
"","2024-07-02","Edwin Moscoso","SEA","BAL","0","2","139","7","8","132","131","1","95","94.3","0.7","89.9","0.35","0.85"
"","2024-07-02","Dan Merzel","LAD","AZ","6","5","150","8","9.3","142","140.7","1.3","94.7","93.8","0.9","94","0.07","0.83"
"","2024-07-01","CB Bucknor","TOR","HOU","1","3","124","8","7.8","116","116.2","-0.2","93.5","93.7","-0.2","93.5","-0.61","1.25"
"","2024-07-01","Chris Segal","WSH","NYM","7","9","171","6","9.8","165","161.2","3.8","96.5","94.2","2.2","97.7","0.49","0.77"
"","2024-07-01","Brennan Miller","COL","MIL","8","7","155","14","13","141","142","-1","91","91.6","-0.6","92.9","0.09","1.57"
