"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-06-12","Mike Estabrook","NYM","MIA","10","4","136","11","7.2","125","128.8","-3.8","91.9","94.7","-2.8","91.2","-0.23","0.87"
"","2024-06-12","Dan Bellino","STL","PIT","4","2","116","3","7.5","113","108.5","4.5","97.4","93.5","3.9","92.2","-1.87","2.15"
"","2024-06-12","Carlos Torres","KC","NYY","5","11","180","14","12.8","166","167.2","-1.2","92.2","92.9","-0.7","93.9","-1.08","2.18"
"","2024-06-12","Brian Walsh","AZ","LAA","3","8","151","14","11.7","137","139.3","-2.3","90.7","92.3","-1.5","93.4","-0.45","2.43"
"","2024-06-12","Ryan Additon","SEA","CWS","2","1","132","5","8.3","127","123.7","3.3","96.2","93.7","2.5","94.7","0.11","0.37"
"","2024-06-12","Marvin Hudson","LAD","TEX","2","3","154","9","11.1","145","142.9","2.1","94.2","92.8","1.3","92.9","-0.43","1.59"
"","2024-06-11","Chad Whitson","BAL","ATL","4","0","156","10","10.3","146","145.7","0.3","93.6","93.4","0.2","92.3","-0.28","1.56"
"","2024-06-11","Larry Vanover","DET","WSH","4","5","182","10","15","172","167","5","94.5","91.7","2.8","93.4","0.55","0.83"
"","2024-06-11","CB Bucknor","TB","CHC","5","2","144","10","9.4","134","134.6","-0.6","93.1","93.5","-0.4","92.4","-0.26","1.28"
"","2024-06-11","Jim Wolf","CIN","CLE","3","5","143","4","5.2","139","137.8","1.2","97.2","96.4","0.8","97.2","0.22","0.56"
"","2024-06-11","Brennan Miller","BOS","PHI","1","4","123","5","7.8","118","115.2","2.8","95.9","93.7","2.3","96.7","-0.23","0.85"
"","2024-06-11","Laz Diaz","NYM","MIA","2","4","141","5","7","136","134","2","96.5","95","1.4","94.3","0.01","0.45"
"","2024-06-11","Lance Barrett","MIN","COL","4","5","135","3","7.8","132","127.2","4.8","97.8","94.2","3.5","94.1","0.28","0.46"
"","2024-06-11","Alex Tosi","STL","PIT","1","2","132","4","9.4","128","122.6","5.4","97","92.9","4.1","94.7","0.17","0.45"
"","2024-06-11","Paul Clemons","KC","NYY","1","10","195","6","10.1","189","184.9","4.1","96.9","94.8","2.1","95.4","0.05","0.69"
"","2024-06-11","Quinn Wolcott","MIL","TOR","0","3","158","13","11.7","145","146.3","-1.3","91.8","92.6","-0.8","91.1","0.15","2.99"
"","2024-06-11","Adam Hamari","AZ","LAA","9","4","193","6","10.1","187","182.9","4.1","96.9","94.8","2.1","94.3","-0.7","0.88"
"","2024-06-11","Mark Ripperger","SD","OAK","4","3","149","8","10.1","141","138.9","2.1","94.6","93.2","1.4","96.6","-0.26","0.98"
"","2024-06-11","Gabe Morales","SEA","CWS","4","3","148","15","12.7","133","135.3","-2.3","89.9","91.4","-1.5","90.5","-0.66","1.92"
"","2024-06-11","John Libka","SF","HOU","1","3","148","10","8","138","140","-2","93.2","94.6","-1.4","92.6","-0.19","0.75"
"","2024-06-11","Nick Mahrley","LAD","TEX","15","2","192","11","14.9","181","177.1","3.9","94.3","92.2","2","93.2","0.54","1.26"
"","2024-06-10","Chris Conroy","TB","BAL","2","5","143","14","10.8","129","132.2","-3.2","90.2","92.5","-2.3","90.2","-0.15","2.17"
"","2024-06-10","Alfonso Márquez","MIN","COL","5","0","120","16","10.5","104","109.5","-5.5","86.7","91.2","-4.6","93.3","0.82","1.98"
"","2024-06-10","Scott Barry","KC","NYY","2","4","127","10","8.9","117","118.1","-1.1","92.1","93","-0.8","92.1","0.08","0.82"
"","2024-06-10","Adrian Johnson","MIL","TOR","3","1","126","8","8.4","118","117.6","0.4","93.7","93.3","0.3","93.7","-0.52","1.1"
"","2024-06-10","Lance Barksdale","SD","OAK","6","1","165","9","9.7","156","155.3","0.7","94.5","94.1","0.4","96.4","0.38","0.94"
"","2024-06-10","Chris Guccione","SEA","CWS","8","4","162","11","12.2","151","149.8","1.2","93.2","92.5","0.7","92.6","-0.72","1.48"
"","2024-06-10","D.J. Reyburn","SF","HOU","4","3","152","4","9.8","148","142.2","5.8","97.4","93.5","3.8","92.8","0.2","0.8"
"","2024-06-09","Stu Scheurwater","PHI","NYM","5","6","183","11","12.6","172","170.4","1.6","94","93.1","0.9","93.4","-0.94","1.84"
"","2024-06-09","Ben May","TEX","SF","7","2","114","6","5","108","109","-1","94.7","95.6","-0.9","93.9","0.12","0.62"
"","2024-06-09","Ryan Wills","PIT","MIN","5","11","175","11","14.6","164","160.4","3.6","93.7","91.6","2.1","93.7","0.44","1.78"
"","2024-06-09","Andy Fletcher","WSH","ATL","8","5","173","17","10.7","156","162.3","-6.3","90.2","93.8","-3.6","93.1","-0.48","3.08"
"","2024-06-09","David Rackley","CIN","CHC","2","4","149","6","7.7","143","141.3","1.7","96","94.9","1.1","96.6","-1.35","1.47"
"","2024-06-09","Brian O'Nora","TB","BAL","2","9","182","9","14","173","168","5","95.1","92.3","2.7","93.4","0.1","1.2"
"","2024-06-09","Nate Tomlinson","MIA","CLE","3","6","140","9","8.8","131","131.2","-0.2","93.6","93.7","-0.2","96.4","0.45","0.87"
"","2024-06-09","Clint Vondrak","DET","MIL","10","2","146","10","11.6","136","134.4","1.6","93.2","92.1","1.1","94.5","0.31","1.81"
"","2024-06-09","Tony Randazzo","KC","SEA","5","6","161","9","11.2","152","149.8","2.2","94.4","93","1.4","94.4","-0.73","1.01"
"","2024-06-09","Ryan Blakney","CWS","BOS","4","6","182","9","13.3","173","168.7","4.3","95.1","92.7","2.4","93.4","0.94","1.14"
"","2024-06-09","Vic Carapazza","STL","COL","5","1","126","6","8","120","118","2","95.2","93.7","1.6","94.4","-0.73","1.33"
"","2024-06-09","John Tumpane","LAA","HOU","9","7","163","8","8.3","155","154.7","0.3","95.1","94.9","0.2","96.9","0.53","1.25"
"","2024-06-09","Brian Knight","OAK","TOR","4","6","127","5","10.2","122","116.8","5.2","96.1","92","4.1","96.1","-0.48","0.58"
"","2024-06-09","Charlie Ramos","SD","AZ","3","9","169","9","12.5","160","156.5","3.5","94.7","92.6","2.1","95.3","0.38","1.1"
"","2024-06-09","Nestor Ceja","NYY","LAD","6","4","148","9","11.8","139","136.2","2.8","93.9","92","1.9","92.6","-0.12","0.94"
"","2024-06-08","Mike Muchlinski","NYM","PHI","2","7","154","9","11.1","145","142.9","2.1","94.2","92.8","1.4","95.5","-0.5","0.96"
"","2024-06-08","Dan Iassogna","TEX","SF","1","3","138","12","8.2","126","129.8","-3.8","91.3","94.1","-2.8","93.5","0.14","1.46"
"","2024-06-08","Carlos Torres","PIT","MIN","4","0","115","7","5.7","108","109.3","-1.3","93.9","95.1","-1.2","97.4","-1.11","2.03"
"","2024-06-08","Jansen Visconti","WSH","ATL","7","3","134","9","8.6","125","125.4","-0.4","93.3","93.6","-0.3","94.8","0.59","0.89"
"","2024-06-08","Ryan Additon","OAK","TOR","0","7","138","6","7.7","132","130.3","1.7","95.7","94.4","1.3","96.4","-0.35","0.59"
"","2024-06-08","Ramon De Jesus","CIN","CHC","4","3","147","13","10.6","134","136.4","-2.4","91.2","92.8","-1.6","91.2","0.22","1.22"
"","2024-06-08","Phil Cuzzi","KC","SEA","8","4","144","12","10.4","132","133.6","-1.6","91.7","92.8","-1.1","92.4","-0.17","1.05"
"","2024-06-08","Derek Thomas","TB","BAL","0","5","168","12","13.6","156","154.4","1.6","92.9","91.9","1","92.9","0.8","2.28"
"","2024-06-08","Alan Porter","CWS","BOS","6","1","184","5","11.6","179","172.4","6.6","97.3","93.7","3.6","97.3","0.27","1.31"
"","2024-06-08","Jeremie Rehak","DET","MIL","4","5","190","7","12.2","183","177.8","5.2","96.3","93.6","2.7","92.6","0.25","0.83"
"","2024-06-08","Edwin Moscoso","STL","COL","5","6","146","6","10.7","140","135.3","4.7","95.9","92.6","3.2","94.5","0.29","0.55"
"","2024-06-08","Chris Segal","MIA","CLE","0","8","152","8","9.1","144","142.9","1.1","94.7","94","0.7","95.4","-0.43","0.81"
"","2024-06-08","Emil Jimenez","NYY","LAD","3","11","178","7","10.8","171","167.2","3.8","96.1","93.9","2.1","96.1","0.83","1.13"
"","2024-06-08","Tripp Gibson","SD","AZ","13","1","173","10","11.6","163","161.4","1.6","94.2","93.3","0.9","91.9","-0.6","1.34"
"","2024-06-08","Hunter Wendelstedt","LAA","HOU","1","6","165","10","9.4","155","155.6","-0.6","93.9","94.3","-0.4","95.2","0.2","1.08"
