"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-04-25","Ryan Additon","KC","TOR","2","1","73","8","4.7","65","68.3","-3.3","89","93.6","-4.6","94.5","-0.07","0.67"
"","2024-04-25","Jansen Visconti","CHC","HOU","3","1","147","9","9.1","138","137.9","0.1","93.9","93.8","0","91.8","0.67","1.33"
"","2024-04-25","Jordan Baker","TEX","SEA","3","4","134","13","11.3","121","122.7","-1.7","90.3","91.6","-1.3","93.3","-0.88","1.96"
"","2024-04-25","Malachi Moore","COL","SD","10","9","172","10","11.1","162","160.9","1.1","94.2","93.5","0.6","93","0.14","1.76"
"","2024-04-25","Brian Walsh","WSH","LAD","1","2","151","10","9.2","141","141.8","-0.8","93.4","93.9","-0.5","92.1","0.03","1.33"
"","2024-04-25","Marvin Hudson","NYY","OAK","1","3","142","14","13.1","128","128.9","-0.9","90.1","90.8","-0.7","91.5","-0.11","1.69"
"","2024-04-24","D.J. Reyburn","STL","AZ","5","1","122","1","7.1","121","114.9","6.1","99.2","94.2","5","94.3","-0.12","0.12"
"","2024-04-24","Mark Ripperger","SF","NYM","2","8","184","11","12.4","173","171.6","1.4","94","93.3","0.8","94.6","0.29","1.39"
"","2024-04-24","Lance Barksdale","LAA","BAL","5","6","177","7","10.6","170","166.4","3.6","96","94","2","95.5","0.17","0.77"
"","2024-04-24","Dan Iassogna","CLE","BOS","0","8","138","10","9.4","128","128.6","-0.6","92.8","93.2","-0.4","90.6","0.15","0.95"
"","2024-04-24","Tony Randazzo","CIN","PHI","7","4","184","12","14.5","172","169.5","2.5","93.5","92.1","1.3","94.6","0.26","1.7"
"","2024-04-24","Mark Wegner","PIT","MIL","2","3","160","6","9.9","154","150.1","3.9","96.2","93.8","2.4","94.4","-1.01","1.35"
"","2024-04-24","Larry Vanover","WSH","LAD","2","11","152","8","7.8","144","144.2","-0.2","94.7","94.8","-0.1","94.1","-0.01","0.77"
"","2024-04-24","Ryan Blakney","TB","DET","7","5","149","8","7","141","142","-1","94.6","95.3","-0.7","92.6","0.35","0.73"
"","2024-04-24","Nick Mahrley","NYY","OAK","7","3","160","10","8.7","150","151.3","-1.3","93.8","94.6","-0.8","93.8","0.34","1.22"
"","2024-04-24","Jonathan Parra","ATL","MIA","4","3","133","6","9.4","127","123.6","3.4","95.5","92.9","2.6","95.5","0.45","0.69"
"","2024-04-24","Mike Muchlinski","CHC","HOU","4","3","147","10","11.2","137","135.8","1.2","93.2","92.4","0.8","95.2","0.43","1.27"
"","2024-04-24","Alex MacKay","KC","TOR","3","2","152","8","11.2","144","140.8","3.2","94.7","92.6","2.1","92.1","0.17","0.67"
"","2024-04-24","Laz Diaz","MIN","CWS","6","3","129","8","7.7","121","121.3","-0.3","93.8","94","-0.2","94.6","0.36","1.22"
"","2024-04-24","Dan Merzel","TEX","SEA","5","1","150","10","8.1","140","141.9","-1.9","93.3","94.6","-1.2","93.3","0.38","1.1"
"","2024-04-24","Bill Miller","COL","SD","2","5","126","10","7.1","116","118.9","-2.9","92.1","94.4","-2.3","93.7","0.09","1.41"
