"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2023-09-14","Bill Miller","NYM","AZ","11","1","168","13","13","155","155","0","92.3","92.2","0","89.9","0.02","1.74"
"","2023-09-14","Mike Muchlinski","TOR","TEX","2","9","201","14","10.6","187","190.4","-3.4","93","94.7","-1.7","90.5","-0.52","2.24"
"","2023-09-14","Nick Mahrley","BAL","TB","3","4","136","11","11.3","125","124.7","0.3","91.9","91.7","0.2","87.5","0.77","1.13"
"","2023-09-14","Jim Wolf","CWS","MIN","2","10","143","7","9.9","136","133.1","2.9","95.1","93.1","2","97.9","-0.35","1.05"
"","2023-09-13","Gabe Morales","MIN","TB","4","5","139","12","8.5","127","130.5","-3.5","91.4","93.9","-2.5","89.9","-0.76","1.82"
"","2023-09-13","Nestor Ceja","COL","CHC","7","3","146","5","9","141","137","4","96.6","93.9","2.7","94.5","0.08","0.46"
"","2023-09-13","Stu Scheurwater","SF","CLE","6","5","181","12","13","169","168","1","93.4","92.8","0.6","92.3","-0.45","1.23"
"","2023-09-13","Ryan Wills","SEA","LAA","3","2","147","11","12.8","136","134.2","1.8","92.5","91.3","1.2","91.8","-0.5","1.8"
"","2023-09-13","Derek Thomas","PIT","WSH","7","6","176","6","10.1","170","165.9","4.1","96.6","94.3","2.3","96","0.24","0.48"
"","2023-09-13","Sean Barber","BAL","STL","0","1","153","7","8.4","146","144.6","1.4","95.4","94.5","0.9","97.4","0.71","1.19"
"","2023-09-13","Manny Gonzalez","DET","CIN","3","4","187","12","12.1","175","174.9","0.1","93.6","93.5","0","97.9","1.14","1.46"
"","2023-09-13","D.J. Reyburn","PHI","ATL","1","4","118","3","5.3","115","112.7","2.3","97.5","95.5","2","97.5","-0.16","0.4"
"","2023-09-13","Hunter Wendelstedt","TOR","TEX","0","10","162","10","10.2","152","151.8","0.2","93.8","93.7","0.1","93.8","-0.25","1.11"
"","2023-09-13","Tripp Gibson","NYM","AZ","7","1","148","8","8.2","140","139.8","0.2","94.6","94.4","0.2","93.9","-0.29","0.81"
"","2023-09-13","Clint Vondrak","HOU","OAK","6","2","144","9","7.3","135","136.7","-1.7","93.8","94.9","-1.2","95.8","0.78","1.32"
"","2023-09-13","Nic Lentz","CWS","KC","1","7","143","2","5.4","141","137.6","3.4","98.6","96.2","2.4","97.9","-0.16","0.16"
"","2023-09-13","Alex MacKay","MIL","MIA","0","2","159","11","12.6","148","146.4","1.6","93.1","92","1","93.1","0.58","1.2"
"","2023-09-13","Ron Kulpa","LAD","SD","1","6","143","11","9.6","132","133.4","-1.4","92.3","93.3","-1","92.3","-1.02","2.8"
"","2023-09-12","Alex Tosi","BOS","NYY","2","3","157","8","11.4","149","145.6","3.4","94.9","92.8","2.1","94.3","-0.24","0.74"
"","2023-09-12","Brian Knight","BOS","NYY","1","4","189","12","9.5","177","179.5","-2.5","93.7","95","-1.3","92.1","-0.83","2.55"
"","2023-09-12","Jeremie Rehak","CWS","KC","6","2","153","7","7.4","146","145.6","0.4","95.4","95.2","0.2","93.5","0.09","0.57"
"","2023-09-12","Junior Valentine","CWS","KC","10","11","199","12","11.2","187","187.8","-0.8","94","94.4","-0.4","95","0.05","3.43"
"","2023-09-12","John Libka","PIT","WSH","5","1","131","10","10.1","121","120.9","0.1","92.4","92.3","0.1","92.4","-0.9","1.72"
"","2023-09-12","Nate Tomlinson","BAL","STL","2","5","159","8","12.1","151","146.9","4.1","95","92.4","2.6","91.8","-0.36","1.08"
"","2023-09-12","Adrian Johnson","DET","CIN","5","6","199","15","16.1","184","182.9","1.1","92.5","91.9","0.6","93.5","-0.75","2.43"
"","2023-09-12","Edwin Moscoso","PHI","ATL","6","7","184","12","14","172","170","2","93.5","92.4","1.1","94.6","-0.98","1.58"
"","2023-09-12","Ryan Blakney","TOR","TEX","3","6","140","9","10.8","131","129.2","1.8","93.6","92.3","1.3","92.9","0.69","1.07"
"","2023-09-12","Rob Drake","NYM","AZ","7","4","166","10","9.8","156","156.2","-0.2","94","94.1","-0.1","94.6","0.01","2.75"
"","2023-09-12","Adam Beck","MIN","TB","3","2","118","8","9.9","110","108.1","1.9","93.2","91.6","1.6","89.8","0.43","0.73"
"","2023-09-12","Jordan Baker","MIL","MIA","3","1","154","4","9.8","150","144.2","5.8","97.4","93.6","3.8","96.8","0.16","0.34"
"","2023-09-12","Adam Hamari","HOU","OAK","2","6","117","3","4.6","114","112.4","1.6","97.4","96","1.4","99.1","0.15","0.45"
"","2023-09-12","Pat Hoberg","COL","CHC","6","4","160","10","10","150","150","0","93.8","93.7","0","94.4","0.23","0.93"
"","2023-09-12","Lance Barksdale","SEA","LAA","8","0","109","7","7","102","102","0","93.6","93.6","0","92.7","-0.18","0.7"
"","2023-09-12","Bruce Dreckman","SF","CLE","1","3","123","6","6.5","117","116.5","0.5","95.1","94.7","0.4","93.5","-0.19","0.61"
"","2023-09-12","Jeremy Riggs","LAD","SD","11","2","156","14","11","142","145","-3","91","93","-1.9","94.9","0.89","1.41"
